 ranking_date |    lastname     | pos |         max_age          
 2008-06-23   | Santoro         |  54 | 35 years 6 mons 14 days
 2007-10-01   | Bjorkman        |  54 | 35 years 6 mons 9 days
 2007-10-01   | Bjorkman        |  54 | 35 years 6 mons 9 days
 2007-09-24   | Bjorkman        |  54 | 35 years 6 mons 1 day
 2007-09-24   | Bjorkman        |  54 | 35 years 6 mons 1 day
 2007-01-01   | Bjorkman        |  54 | 34 years 9 mons 9 days
 2007-01-01   | Bjorkman        |  54 | 34 years 9 mons 9 days
 2006-12-25   | Bjorkman        |  54 | 34 years 9 mons 2 days
 2006-12-25   | Bjorkman        |  54 | 34 years 9 mons 2 days
 2006-12-18   | Bjorkman        |  54 | 34 years 8 mons 26 days
 2006-12-18   | Bjorkman        |  54 | 34 years 8 mons 26 days
 2006-12-11   | Bjorkman        |  54 | 34 years 8 mons 19 days
 2006-12-11   | Bjorkman        |  54 | 34 years 8 mons 19 days
 2006-12-04   | Bjorkman        |  54 | 34 years 8 mons 12 days
 2006-12-04   | Bjorkman        |  54 | 34 years 8 mons 12 days
 2006-11-27   | Bjorkman        |  54 | 34 years 8 mons 4 days
 2006-11-27   | Bjorkman        |  54 | 34 years 8 mons 4 days
 2006-11-20   | Bjorkman        |  54 | 34 years 7 mons 28 days
 2006-11-20   | Bjorkman        |  54 | 34 years 7 mons 28 days
 1998-06-29   | Pozzi           |  54 | 33 years 12 days
 1998-06-29   | Pozzi           |  54 | 33 years 12 days
 1998-06-22   | Pozzi           |  54 | 33 years 5 days
 1998-06-22   | Pozzi           |  54 | 33 years 5 days
 1997-08-04   | Woodforde       |  54 | 31 years 10 mons 11 days
 1997-08-04   | Woodforde       |  54 | 31 years 10 mons 11 days
 1996-08-12   | Hlasek          |  54 | 31 years 9 mons
 1996-08-12   | Hlasek          |  54 | 31 years 9 mons
 1996-08-05   | Hlasek          |  54 | 31 years 8 mons 23 days
 1996-08-05   | Hlasek          |  54 | 31 years 8 mons 23 days
 1996-03-04   | Wilander        |  54 | 31 years 6 mons 13 days
 1996-03-04   | Wilander        |  54 | 31 years 6 mons 13 days
 1996-02-26   | Wilander        |  54 | 31 years 6 mons 4 days
 1996-02-26   | Wilander        |  54 | 31 years 6 mons 4 days
 1994-12-12   | Lendl           |  54 | 34 years 9 mons 5 days
 1994-12-12   | Lendl           |  54 | 34 years 9 mons 5 days
 1994-12-05   | Lendl           |  54 | 34 years 8 mons 29 days
 1994-12-05   | Lendl           |  54 | 34 years 8 mons 29 days
 1994-11-28   | Lendl           |  54 | 34 years 8 mons 21 days
 1994-11-28   | Lendl           |  54 | 34 years 8 mons 21 days
 1994-11-21   | Lendl           |  54 | 34 years 8 mons 14 days
 1994-11-21   | Lendl           |  54 | 34 years 8 mons 14 days
 1994-11-14   | Lendl           |  54 | 34 years 8 mons 7 days
 1994-11-14   | Lendl           |  54 | 34 years 8 mons 7 days
 1991-10-21   | Connors         |  54 | 39 years 1 mon 19 days
 1991-10-21   | Connors         |  54 | 39 years 1 mon 19 days
 1991-02-18   | Curren          |  54 | 32 years 11 mons 16 days
 1991-02-18   | Curren          |  54 | 32 years 11 mons 16 days
 1990-10-01   | Curren          |  54 | 32 years 6 mons 30 days
 1990-10-01   | Curren          |  54 | 32 years 6 mons 30 days
 1990-05-21   | Connors         |  54 | 37 years 8 mons 19 days
 1990-05-21   | Connors         |  54 | 37 years 8 mons 19 days
 1985-12-09   | Gullikson       |  54 | 34 years 3 mons 1 day
 1985-12-09   | Gullikson       |  54 | 34 years 3 mons 1 day
 2017-10-23   | Karlovic        |  55 | 38 years 7 mons 23 days
 2017-10-23   | Karlovic        |  55 | 38 years 7 mons 23 days
 2009-02-02   | Santoro         |  55 | 36 years 1 mon 24 days
 2009-02-02   | Santoro         |  55 | 36 years 1 mon 24 days
 2008-10-27   | Santoro         |  55 | 35 years 10 mons 18 days
 2008-10-27   | Santoro         |  55 | 35 years 10 mons 18 days
 2007-09-17   | Bjorkman        |  55 | 35 years 5 mons 25 days
 2007-09-17   | Bjorkman        |  55 | 35 years 5 mons 25 days
 2007-09-03   | Bjorkman        |  55 | 35 years 5 mons 11 days
 2007-09-03   | Bjorkman        |  55 | 35 years 5 mons 11 days
 2007-08-27   | Bjorkman        |  55 | 35 years 5 mons 4 days
 2007-08-27   | Bjorkman        |  55 | 35 years 5 mons 4 days
 2007-07-30   | Bjorkman        |  55 | 35 years 4 mons 7 days
 2007-07-30   | Bjorkman        |  55 | 35 years 4 mons 7 days
 2007-07-09   | Bjorkman        |  55 | 35 years 3 mons 17 days
 2007-07-09   | Bjorkman        |  55 | 35 years 3 mons 17 days
 1997-08-11   | Woodforde       |  55 | 31 years 10 mons 18 days
 1997-08-11   | Woodforde       |  55 | 31 years 10 mons 18 days
 1996-09-30   | Hlasek          |  55 | 31 years 10 mons 18 days
 1996-09-30   | Hlasek          |  55 | 31 years 10 mons 18 days
 1995-04-10   | Bates           |  55 | 32 years 9 mons 21 days
 1995-04-10   | Bates           |  55 | 32 years 9 mons 21 days
 1995-01-09   | Lendl           |  55 | 34 years 10 mons 2 days
 1995-01-09   | Lendl           |  55 | 34 years 10 mons 2 days
 1995-01-02   | Lendl           |  55 | 34 years 9 mons 26 days
 1995-01-02   | Lendl           |  55 | 34 years 9 mons 26 days
 1994-12-19   | Lendl           |  55 | 34 years 9 mons 12 days
 1994-12-19   | Lendl           |  55 | 34 years 9 mons 12 days
 1991-10-07   | Connors         |  55 | 39 years 1 mon 5 days
 1991-10-07   | Connors         |  55 | 39 years 1 mon 5 days
 1991-07-01   | Curren          |  55 | 33 years 3 mons 30 days
 1991-07-01   | Curren          |  55 | 33 years 3 mons 30 days
 1991-06-24   | Curren          |  55 | 33 years 3 mons 22 days
 1991-06-24   | Curren          |  55 | 33 years 3 mons 22 days
 1991-04-08   | Curren          |  55 | 33 years 1 mon 6 days
 1991-04-08   | Curren          |  55 | 33 years 1 mon 6 days
 2011-07-25   | Stepanek        |  56 | 32 years 7 mons 28 days
 2011-07-25   | Stepanek        |  56 | 32 years 7 mons 28 days
 2007-08-06   | Bjorkman        |  56 | 35 years 4 mons 14 days
 2007-08-06   | Bjorkman        |  56 | 35 years 4 mons 14 days
 1998-11-09   | Pozzi           |  56 | 33 years 4 mons 22 days
 1998-11-09   | Pozzi           |  56 | 33 years 4 mons 22 days
 1996-10-07   | Hlasek          |  56 | 31 years 10 mons 25 days
 1996-10-07   | Hlasek          |  56 | 31 years 10 mons 25 days
 1991-04-15   | Curren          |  56 | 33 years 1 mon 13 days
 1991-04-15   | Curren          |  56 | 33 years 1 mon 13 days
 1990-06-04   | Connors         |  56 | 37 years 9 mons 2 days
 1990-06-04   | Connors         |  56 | 37 years 9 mons 2 days
 1990-05-28   | Connors         |  56 | 37 years 8 mons 26 days
 1990-05-28   | Connors         |  56 | 37 years 8 mons 26 days
 1985-08-12   | Gullikson       |  56 | 33 years 11 mons 4 days
 1985-08-12   | Gullikson       |  56 | 33 years 11 mons 4 days
 2011-07-18   | Stepanek        |  57 | 32 years 7 mons 21 days
 2011-07-18   | Stepanek        |  57 | 32 years 7 mons 21 days
 2008-10-13   | Santoro         |  57 | 35 years 10 mons 4 days
 2008-10-13   | Santoro         |  57 | 35 years 10 mons 4 days
 2008-07-07   | Santoro         |  57 | 35 years 6 mons 29 days
 2008-07-07   | Santoro         |  57 | 35 years 6 mons 29 days
 2008-04-14   | Bjorkman        |  57 | 36 years 22 days
 2008-04-14   | Bjorkman        |  57 | 36 years 22 days
 2008-03-31   | Bjorkman        |  57 | 36 years 8 days
 2008-03-31   | Bjorkman        |  57 | 36 years 8 days
 2008-03-24   | Bjorkman        |  57 | 36 years 1 day
 2008-03-24   | Bjorkman        |  57 | 36 years 1 day
 2008-03-03   | Bjorkman        |  57 | 35 years 11 mons 11 days
 2008-03-03   | Bjorkman        |  57 | 35 years 11 mons 11 days
 2007-10-08   | Bjorkman        |  57 | 35 years 6 mons 16 days
 2007-10-08   | Bjorkman        |  57 | 35 years 6 mons 16 days
 2007-09-10   | Bjorkman        |  57 | 35 years 5 mons 18 days
 2007-09-10   | Bjorkman        |  57 | 35 years 5 mons 18 days
 2007-08-13   | Bjorkman        |  57 | 35 years 4 mons 21 days
 2007-08-13   | Bjorkman        |  57 | 35 years 4 mons 21 days
 2007-07-23   | Bjorkman        |  57 | 35 years 4 mons
 2007-07-23   | Bjorkman        |  57 | 35 years 4 mons
 2001-05-14   | Pozzi           |  57 | 35 years 10 mons 27 days
 2001-05-14   | Pozzi           |  57 | 35 years 10 mons 27 days
 1998-07-20   | Pozzi           |  57 | 33 years 1 mon 3 days
 1998-07-20   | Pozzi           |  57 | 33 years 1 mon 3 days
 1991-03-04   | Curren          |  57 | 33 years 2 days
 1991-03-04   | Curren          |  57 | 33 years 2 days
 1990-10-08   | Curren          |  57 | 32 years 7 mons 6 days
 1990-10-08   | Curren          |  57 | 32 years 7 mons 6 days
 2009-02-23   | Santoro         |  58 | 36 years 2 mons 14 days
 2009-02-23   | Santoro         |  58 | 36 years 2 mons 14 days
 2008-05-12   | Bjorkman        |  58 | 36 years 1 mon 20 days
 2008-05-12   | Bjorkman        |  58 | 36 years 1 mon 20 days
 2008-05-05   | Bjorkman        |  58 | 36 years 1 mon 13 days
 2008-05-05   | Bjorkman        |  58 | 36 years 1 mon 13 days
 2007-08-20   | Bjorkman        |  58 | 35 years 4 mons 28 days
 2007-08-20   | Bjorkman        |  58 | 35 years 4 mons 28 days
 1998-11-02   | Pozzi           |  58 | 33 years 4 mons 15 days
 1998-11-02   | Pozzi           |  58 | 33 years 4 mons 15 days
 1998-10-26   | Pozzi           |  58 | 33 years 4 mons 9 days
 1998-10-26   | Pozzi           |  58 | 33 years 4 mons 9 days
 1998-10-19   | Pozzi           |  58 | 33 years 4 mons 2 days
 1998-10-19   | Pozzi           |  58 | 33 years 4 mons 2 days
 1998-10-12   | Pozzi           |  58 | 33 years 3 mons 25 days
 1998-10-12   | Pozzi           |  58 | 33 years 3 mons 25 days
 1998-09-28   | Pozzi           |  58 | 33 years 3 mons 11 days
 1998-09-28   | Pozzi           |  58 | 33 years 3 mons 11 days
 1998-07-27   | Pozzi           |  58 | 33 years 1 mon 10 days
 1998-07-27   | Pozzi           |  58 | 33 years 1 mon 10 days
 1998-07-13   | Pozzi           |  58 | 33 years 26 days
 1998-07-13   | Pozzi           |  58 | 33 years 26 days
 1996-10-28   | Hlasek          |  58 | 31 years 11 mons 16 days
 1996-10-28   | Hlasek          |  58 | 31 years 11 mons 16 days
 1991-02-25   | Curren          |  58 | 32 years 11 mons 23 days
 1991-02-25   | Curren          |  58 | 32 years 11 mons 23 days
 1985-09-23   | Gullikson       |  58 | 34 years 15 days
 1985-09-23   | Gullikson       |  58 | 34 years 15 days
 1985-09-09   | Gullikson       |  58 | 34 years 1 day
 1985-09-09   | Gullikson       |  58 | 34 years 1 day
 2009-02-16   | Santoro         |  59 | 36 years 2 mons 7 days
 2009-02-16   | Santoro         |  59 | 36 years 2 mons 7 days
 2008-07-28   | Santoro         |  59 | 35 years 7 mons 19 days
 2008-07-28   | Santoro         |  59 | 35 years 7 mons 19 days
 2008-04-28   | Bjorkman        |  59 | 36 years 1 mon 5 days
 2008-04-28   | Bjorkman        |  59 | 36 years 1 mon 5 days
 2008-03-17   | Bjorkman        |  59 | 35 years 11 mons 25 days
 2008-03-17   | Bjorkman        |  59 | 35 years 11 mons 25 days
 2008-03-10   | Bjorkman        |  59 | 35 years 11 mons 18 days
 2008-03-10   | Bjorkman        |  59 | 35 years 11 mons 18 days
 2007-12-31   | Bjorkman        |  59 | 35 years 9 mons 8 days
 2007-12-31   | Bjorkman        |  59 | 35 years 9 mons 8 days
 2007-12-24   | Bjorkman        |  59 | 35 years 9 mons 1 day
 2007-12-24   | Bjorkman        |  59 | 35 years 9 mons 1 day
 2007-12-17   | Bjorkman        |  59 | 35 years 8 mons 25 days
 2007-12-17   | Bjorkman        |  59 | 35 years 8 mons 25 days
 2007-12-10   | Bjorkman        |  59 | 35 years 8 mons 18 days
 2007-12-10   | Bjorkman        |  59 | 35 years 8 mons 18 days
 2007-12-03   | Bjorkman        |  59 | 35 years 8 mons 11 days
 2007-12-03   | Bjorkman        |  59 | 35 years 8 mons 11 days
 2007-11-26   | Bjorkman        |  59 | 35 years 8 mons 3 days
 2007-11-26   | Bjorkman        |  59 | 35 years 8 mons 3 days
 2007-11-19   | Bjorkman        |  59 | 35 years 7 mons 27 days
 2007-11-19   | Bjorkman        |  59 | 35 years 7 mons 27 days
 2007-10-15   | Bjorkman        |  59 | 35 years 6 mons 23 days
 2007-10-15   | Bjorkman        |  59 | 35 years 6 mons 23 days
 2007-07-16   | Bjorkman        |  59 | 35 years 3 mons 24 days
 2007-07-16   | Bjorkman        |  59 | 35 years 3 mons 24 days
 2001-05-07   | Pozzi           |  59 | 35 years 10 mons 20 days
 2001-05-07   | Pozzi           |  59 | 35 years 10 mons 20 days
 1998-09-21   | Pozzi           |  59 | 33 years 3 mons 4 days
 1998-09-21   | Pozzi           |  59 | 33 years 3 mons 4 days
 1998-09-07   | Pozzi           |  59 | 33 years 2 mons 20 days
 1998-09-07   | Pozzi           |  59 | 33 years 2 mons 20 days
 1998-08-31   | Pozzi           |  59 | 33 years 2 mons 14 days
 1998-08-31   | Pozzi           |  59 | 33 years 2 mons 14 days
 1998-07-06   | Pozzi           |  59 | 33 years 19 days
 1998-07-06   | Pozzi           |  59 | 33 years 19 days
 1998-06-15   | Pozzi           |  59 | 32 years 11 mons 28 days
 1998-06-15   | Pozzi           |  59 | 32 years 11 mons 28 days
 1991-04-01   | Curren          |  59 | 33 years 30 days
 1991-04-01   | Curren          |  59 | 33 years 30 days
 1991-03-25   | Curren          |  59 | 33 years 23 days
 1991-03-25   | Curren          |  59 | 33 years 23 days
 1987-09-28   | Vilas           |  59 | 35 years 1 mon 11 days
 1987-09-28   | Vilas           |  59 | 35 years 1 mon 11 days
 1987-08-31   | Vilas           |  59 | 35 years 14 days
 1987-08-31   | Vilas           |  59 | 35 years 14 days
 1987-08-24   | Vilas           |  59 | 35 years 7 days
 1987-08-24   | Vilas           |  59 | 35 years 7 days
 1987-08-17   | Vilas           |  59 | 35 years
 1987-08-17   | Vilas           |  59 | 35 years
 1985-10-28   | Gullikson       |  59 | 34 years 1 mon 20 days
 1985-10-28   | Gullikson       |  59 | 34 years 1 mon 20 days
 2010-10-18   | Clement         |  60 | 32 years 10 mons 1 day
 2010-10-18   | Clement         |  60 | 32 years 10 mons 1 day
 2009-01-26   | Santoro         |  60 | 36 years 1 mon 17 days
 2009-01-26   | Santoro         |  60 | 36 years 1 mon 17 days
 2009-01-19   | Santoro         |  60 | 36 years 1 mon 10 days
 2009-01-19   | Santoro         |  60 | 36 years 1 mon 10 days
 2009-01-12   | Santoro         |  60 | 36 years 1 mon 3 days
 2009-01-12   | Santoro         |  60 | 36 years 1 mon 3 days
 2008-09-01   | Santoro         |  60 | 35 years 8 mons 23 days
 2008-09-01   | Santoro         |  60 | 35 years 8 mons 23 days
 2008-08-25   | Santoro         |  60 | 35 years 8 mons 16 days
 2008-08-25   | Santoro         |  60 | 35 years 8 mons 16 days
 2008-08-18   | Santoro         |  60 | 35 years 8 mons 9 days
 2008-08-18   | Santoro         |  60 | 35 years 8 mons 9 days
 2008-08-04   | Santoro         |  60 | 35 years 7 mons 26 days
 2008-08-04   | Santoro         |  60 | 35 years 7 mons 26 days
 2008-07-14   | Santoro         |  60 | 35 years 7 mons 5 days
 2008-07-14   | Santoro         |  60 | 35 years 7 mons 5 days
 2008-05-19   | Bjorkman        |  60 | 36 years 1 mon 27 days
 2008-05-19   | Bjorkman        |  60 | 36 years 1 mon 27 days
 2008-04-07   | Bjorkman        |  60 | 36 years 15 days
 2008-04-07   | Bjorkman        |  60 | 36 years 15 days
 2007-11-12   | Bjorkman        |  60 | 35 years 7 mons 20 days
 2007-11-12   | Bjorkman        |  60 | 35 years 7 mons 20 days
 2007-11-05   | Bjorkman        |  60 | 35 years 7 mons 13 days
 2007-11-05   | Bjorkman        |  60 | 35 years 7 mons 13 days
 2001-06-11   | Pozzi           |  60 | 35 years 11 mons 24 days
 2001-06-11   | Pozzi           |  60 | 35 years 11 mons 24 days
 2001-06-04   | Pozzi           |  60 | 35 years 11 mons 17 days
 2001-06-04   | Pozzi           |  60 | 35 years 11 mons 17 days
 2001-05-28   | Pozzi           |  60 | 35 years 11 mons 11 days
 2001-05-28   | Pozzi           |  60 | 35 years 11 mons 11 days
 2001-05-21   | Pozzi           |  60 | 35 years 11 mons 4 days
 2001-05-21   | Pozzi           |  60 | 35 years 11 mons 4 days
 1998-09-14   | Pozzi           |  60 | 33 years 2 mons 27 days
 1998-09-14   | Pozzi           |  60 | 33 years 2 mons 27 days
 1996-10-21   | Hlasek          |  60 | 31 years 11 mons 9 days
 1996-10-21   | Hlasek          |  60 | 31 years 11 mons 9 days
 1992-09-14   | Connors         |  60 | 40 years 12 days
 1992-09-14   | Connors         |  60 | 40 years 12 days
 1991-02-11   | Curren          |  60 | 32 years 11 mons 9 days
 1991-02-11   | Curren          |  60 | 32 years 11 mons 9 days
 1990-06-11   | Connors         |  60 | 37 years 9 mons 9 days
 1990-06-11   | Connors         |  60 | 37 years 9 mons 9 days
 1987-10-05   | Vilas           |  60 | 35 years 1 mon 19 days
 1987-10-05   | Vilas           |  60 | 35 years 1 mon 19 days
 1987-07-13   | Vilas           |  60 | 34 years 10 mons 27 days
 1987-07-13   | Vilas           |  60 | 34 years 10 mons 27 days
 1985-07-29   | Gullikson       |  60 | 33 years 10 mons 21 days
 1985-07-29   | Gullikson       |  60 | 33 years 10 mons 21 days
 2009-02-09   | Santoro         |  61 | 36 years 2 mons
 2009-02-09   | Santoro         |  61 | 36 years 2 mons
 2008-08-11   | Santoro         |  61 | 35 years 8 mons 2 days
 2008-08-11   | Santoro         |  61 | 35 years 8 mons 2 days
 2008-07-21   | Santoro         |  61 | 35 years 7 mons 12 days
 2008-07-21   | Santoro         |  61 | 35 years 7 mons 12 days
 1999-10-25   | Gustafsson      |  61 | 32 years 9 mons 22 days
 1999-10-25   | Gustafsson      |  61 | 32 years 9 mons 22 days
 1999-01-04   | Pozzi           |  61 | 33 years 6 mons 17 days
 1999-01-04   | Pozzi           |  61 | 33 years 6 mons 17 days
 1998-12-28   | Pozzi           |  61 | 33 years 6 mons 11 days
 1998-12-28   | Pozzi           |  61 | 33 years 6 mons 11 days
 1998-12-21   | Pozzi           |  61 | 33 years 6 mons 4 days
 1998-12-21   | Pozzi           |  61 | 33 years 6 mons 4 days
 1998-12-14   | Pozzi           |  61 | 33 years 5 mons 27 days
 1998-12-14   | Pozzi           |  61 | 33 years 5 mons 27 days
 1998-12-07   | Pozzi           |  61 | 33 years 5 mons 20 days
 1998-12-07   | Pozzi           |  61 | 33 years 5 mons 20 days
 1998-10-05   | Pozzi           |  61 | 33 years 3 mons 18 days
 1998-10-05   | Pozzi           |  61 | 33 years 3 mons 18 days
 1987-07-20   | Vilas           |  61 | 34 years 11 mons 3 days
 1987-07-20   | Vilas           |  61 | 34 years 11 mons 3 days
 1987-06-15   | Vilas           |  61 | 34 years 9 mons 29 days
 1987-06-15   | Vilas           |  61 | 34 years 9 mons 29 days
 1985-10-14   | Gullikson       |  61 | 34 years 1 mon 6 days
 1985-10-14   | Gullikson       |  61 | 34 years 1 mon 6 days
 1985-07-22   | Gullikson       |  61 | 33 years 10 mons 14 days
 1985-07-22   | Gullikson       |  61 | 33 years 10 mons 14 days
 2008-11-10   | Santoro         |  62 | 35 years 11 mons 1 day
 2008-11-10   | Santoro         |  62 | 35 years 11 mons 1 day
 2008-09-15   | Santoro         |  62 | 35 years 9 mons 6 days
 2008-09-15   | Santoro         |  62 | 35 years 9 mons 6 days
 2008-09-08   | Santoro         |  62 | 35 years 8 mons 30 days
 2008-09-08   | Santoro         |  62 | 35 years 8 mons 30 days
 2008-06-02   | Bjorkman        |  62 | 36 years 2 mons 10 days
 2008-06-02   | Bjorkman        |  62 | 36 years 2 mons 10 days
 2008-05-26   | Bjorkman        |  62 | 36 years 2 mons 3 days
 2008-05-26   | Bjorkman        |  62 | 36 years 2 mons 3 days
 2008-04-21   | Bjorkman        |  62 | 36 years 29 days
 2008-04-21   | Bjorkman        |  62 | 36 years 29 days
 2007-10-22   | Bjorkman        |  62 | 35 years 6 mons 30 days
 2007-10-22   | Bjorkman        |  62 | 35 years 6 mons 30 days
 1998-11-30   | Pozzi           |  62 | 33 years 5 mons 13 days
 1998-11-30   | Pozzi           |  62 | 33 years 5 mons 13 days
 1998-11-23   | Pozzi           |  62 | 33 years 5 mons 6 days
 1998-11-23   | Pozzi           |  62 | 33 years 5 mons 6 days
 1998-11-16   | Pozzi           |  62 | 33 years 4 mons 29 days
 1998-11-16   | Pozzi           |  62 | 33 years 4 mons 29 days
 1998-08-24   | Pozzi           |  62 | 33 years 2 mons 7 days
 1998-08-24   | Pozzi           |  62 | 33 years 2 mons 7 days
 1998-08-03   | Pozzi           |  62 | 33 years 1 mon 16 days
 1998-08-03   | Pozzi           |  62 | 33 years 1 mon 16 days
 1998-06-08   | Pozzi           |  62 | 32 years 11 mons 21 days
 1998-06-08   | Pozzi           |  62 | 32 years 11 mons 21 days
 1996-10-14   | Hlasek          |  62 | 31 years 11 mons 2 days
 1996-10-14   | Hlasek          |  62 | 31 years 11 mons 2 days
 1995-04-03   | Bates           |  62 | 32 years 9 mons 14 days
 1995-04-03   | Bates           |  62 | 32 years 9 mons 14 days
 1992-09-21   | Connors         |  62 | 40 years 19 days
 1992-09-21   | Connors         |  62 | 40 years 19 days
 1987-06-22   | Vilas           |  62 | 34 years 10 mons 5 days
 1987-06-22   | Vilas           |  62 | 34 years 10 mons 5 days
 1987-06-08   | Vilas           |  62 | 34 years 9 mons 22 days
 1987-06-08   | Vilas           |  62 | 34 years 9 mons 22 days
 1985-09-30   | Gullikson       |  62 | 34 years 22 days
 1985-09-30   | Gullikson       |  62 | 34 years 22 days
 1985-09-16   | Gullikson       |  62 | 34 years 8 days
 1985-09-16   | Gullikson       |  62 | 34 years 8 days
 1985-07-15   | Gullikson       |  62 | 33 years 10 mons 7 days
 1985-07-15   | Gullikson       |  62 | 33 years 10 mons 7 days
 1984-10-22   | Gullikson       |  62 | 33 years 1 mon 14 days
 1984-10-22   | Gullikson       |  62 | 33 years 1 mon 14 days
 2010-10-25   | Clement         |  63 | 32 years 10 mons 8 days
 2010-10-25   | Clement         |  63 | 32 years 10 mons 8 days
 2008-11-03   | Santoro         |  63 | 35 years 10 mons 25 days
 2008-11-03   | Santoro         |  63 | 35 years 10 mons 25 days
 2008-09-22   | Santoro         |  63 | 35 years 9 mons 13 days
 2008-09-22   | Santoro         |  63 | 35 years 9 mons 13 days
 2007-10-29   | Bjorkman        |  63 | 35 years 7 mons 6 days
 2007-10-29   | Bjorkman        |  63 | 35 years 7 mons 6 days
 1999-02-08   | Pozzi           |  63 | 33 years 7 mons 21 days
 1999-02-08   | Pozzi           |  63 | 33 years 7 mons 21 days
 1999-01-11   | Pozzi           |  63 | 33 years 6 mons 24 days
 1999-01-11   | Pozzi           |  63 | 33 years 6 mons 24 days
 1998-08-10   | Pozzi           |  63 | 33 years 1 mon 23 days
 1998-08-10   | Pozzi           |  63 | 33 years 1 mon 23 days
 1996-03-11   | Wilander        |  63 | 31 years 6 mons 20 days
 1996-03-11   | Wilander        |  63 | 31 years 6 mons 20 days
 1991-03-18   | Curren          |  63 | 33 years 16 days
 1991-03-18   | Curren          |  63 | 33 years 16 days
 1991-03-11   | Curren          |  63 | 33 years 9 days
 1991-03-11   | Curren          |  63 | 33 years 9 days
 1990-11-05   | Curren          |  63 | 32 years 8 mons 3 days
 1990-11-05   | Curren          |  63 | 32 years 8 mons 3 days
 1990-06-18   | Connors         |  63 | 37 years 9 mons 16 days
 1990-06-18   | Connors         |  63 | 37 years 9 mons 16 days
 1987-11-02   | Vilas           |  63 | 35 years 2 mons 16 days
 1987-11-02   | Vilas           |  63 | 35 years 2 mons 16 days
 1987-10-26   | Vilas           |  63 | 35 years 2 mons 9 days
 1987-10-26   | Vilas           |  63 | 35 years 2 mons 9 days
 1987-10-12   | Vilas           |  63 | 35 years 1 mon 26 days
 1987-10-12   | Vilas           |  63 | 35 years 1 mon 26 days
 1987-07-06   | Vilas           |  63 | 34 years 10 mons 20 days
 1987-07-06   | Vilas           |  63 | 34 years 10 mons 20 days
 1985-10-21   | Gullikson       |  63 | 34 years 1 mon 13 days
 1985-10-21   | Gullikson       |  63 | 34 years 1 mon 13 days
 1998-08-17   | Pozzi           |  64 | 33 years 2 mons
 1998-08-17   | Pozzi           |  64 | 33 years 2 mons
 1997-06-30   | Woodforde       |  64 | 31 years 9 mons 7 days
 1997-06-30   | Woodforde       |  64 | 31 years 9 mons 7 days
 1997-06-23   | Woodforde       |  64 | 31 years 9 mons
 1997-06-23   | Woodforde       |  64 | 31 years 9 mons
 1995-10-09   | Jarryd          |  64 | 34 years 2 mons 27 days
 1995-10-09   | Jarryd          |  64 | 34 years 2 mons 27 days
 1995-08-07   | Jarryd          |  64 | 34 years 25 days
 1995-08-07   | Jarryd          |  64 | 34 years 25 days
 1988-05-02   | Vilas           |  64 | 35 years 8 mons 16 days
 1988-05-02   | Vilas           |  64 | 35 years 8 mons 16 days
 1974-05-01   | Phillips Moore  |  64 | 36 years 9 mons 23 days
 1974-05-01   | Phillips Moore  |  64 | 36 years 9 mons 23 days
 2008-10-06   | Santoro         |  65 | 35 years 9 mons 28 days
 2008-10-06   | Santoro         |  65 | 35 years 9 mons 28 days
 1999-02-22   | Pozzi           |  65 | 33 years 8 mons 5 days
 1999-02-22   | Pozzi           |  65 | 33 years 8 mons 5 days
 1999-02-15   | Pozzi           |  65 | 33 years 7 mons 28 days
 1999-02-15   | Pozzi           |  65 | 33 years 7 mons 28 days
 1999-01-25   | Pozzi           |  65 | 33 years 7 mons 8 days
 1999-01-25   | Pozzi           |  65 | 33 years 7 mons 8 days
 1999-01-18   | Pozzi           |  65 | 33 years 7 mons 1 day
 1999-01-18   | Pozzi           |  65 | 33 years 7 mons 1 day
 1997-06-09   | Woodforde       |  65 | 31 years 8 mons 16 days
 1997-06-09   | Woodforde       |  65 | 31 years 8 mons 16 days
 1995-07-31   | Jarryd          |  65 | 34 years 18 days
 1995-07-31   | Jarryd          |  65 | 34 years 18 days
 1995-03-27   | Bates           |  65 | 32 years 9 mons 8 days
 1995-03-27   | Bates           |  65 | 32 years 9 mons 8 days
 1993-06-28   | Mcenroe         |  65 | 34 years 4 mons 12 days
 1993-06-28   | Mcenroe         |  65 | 34 years 4 mons 12 days
 1993-06-21   | Mcenroe         |  65 | 34 years 4 mons 5 days
 1993-06-21   | Mcenroe         |  65 | 34 years 4 mons 5 days
 1993-06-14   | Mcenroe         |  65 | 34 years 3 mons 26 days
 1993-06-14   | Mcenroe         |  65 | 34 years 3 mons 26 days
 1987-11-23   | Vilas           |  65 | 35 years 3 mons 6 days
 1987-11-23   | Vilas           |  65 | 35 years 3 mons 6 days
 1987-10-19   | Vilas           |  65 | 35 years 2 mons 2 days
 1987-10-19   | Vilas           |  65 | 35 years 2 mons 2 days
 1997-06-16   | Woodforde       |  66 | 31 years 8 mons 23 days
 1997-06-16   | Woodforde       |  66 | 31 years 8 mons 23 days
 1996-03-25   | Wilander        |  66 | 31 years 7 mons 3 days
 1996-03-25   | Wilander        |  66 | 31 years 7 mons 3 days
 1996-03-18   | Wilander        |  66 | 31 years 6 mons 27 days
 1996-03-18   | Wilander        |  66 | 31 years 6 mons 27 days
 1995-06-19   | Jarryd          |  66 | 33 years 11 mons 6 days
 1995-06-19   | Jarryd          |  66 | 33 years 11 mons 6 days
